model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
customer_support_process_for_the_ticket_management_46.txt,0.79,0.6172222222222222,0.8521552459132596,0.7973419495158626
account_payable_process_122.txt,0.8666666666666667,0.7583333333333333,0.8998150697642467,0.880599374252625
process_for_optimizing_a_process_185.txt,0.8633333333333333,0.7410101010101009,0.9321342637971818,0.9156332485684011
customer_support_process_for_the_ticket_management_131.txt,0.85,0.6921957671957673,0.8582141369254271,0.7017543859649122
order_fulfillment_process_40.txt,0.8300000000000001,0.6867171717171717,0.9060651652396742,0.8765462962642577
project_management_process_44.txt,0.79,0.8116666666666666,1.0,1.0
customer_support_process_for_the_ticket_management_35.txt,0.8266666666666667,0.6425,0.7266916798083395,0.6722202180535514
process_for_optimizing_a_process_92.txt,0.8733333333333334,0.6720633971291866,0.9146109367670967,0.8835367480325462
startup_due_diligence_for_a_venture_capitalist_68.txt,0.73,0.7353703703703705,0.9958333333333332,0.9888888888888888
churn_rate_prevention_process_14.txt,0.7533333333333333,0.5817948717948718,0.8067594880192449,0.7486449864498644
content_promotion_process_109.txt,0.8133333333333334,0.5230687830687831,0.664028101855091,0.6102150537634409
accounts_receivable_process_101.txt,0.84,0.8158333333333333,0.8644566161480561,0.8304442145570207
customer_support_process_for_the_ticket_management_152.txt,0.85,0.775,0.849881140945735,0.7827213044604348
loan_application_process_4.txt,0.86,0.8675,0.9783026864257943,0.9757722007722007
budget_preparation_process_33.txt,0.86,0.7221717171717171,0.8457648144704993,0.8581231758950959
account_payable_process_2.txt,0.8633333333333333,0.7140740740740741,0.820739688084914,0.8255099972491277
project_management_process_3.txt,0.8366666666666666,0.6676210826210826,0.9282262157358239,0.8978965807913175
churn_rate_prevention_process_3.txt,0.77,0.648888888888889,0.915669434532032,0.8530785970302098
order_fulfillment_process_143.txt,0.8366666666666666,0.6609259259259259,0.8391554972091472,0.8011728811977982
project_management_process_81.txt,0.8000000000000002,0.6933501683501683,0.8892400164967752,0.8619726678550208
project_management_process_2.txt,0.7999999999999999,0.6611111111111111,0.9739018956826174,0.9614091222786874
final_grades_submission_process_1.txt,0.89,0.752936507936508,0.8886332466664938,0.8846921007460221
customer_support_process_for_the_ticket_management_25.txt,0.7833333333333333,0.5613095238095238,0.9502436430625069,0.9232125898792565
client_onboarding_process_for_a_marketing_agency_172.txt,0.84,0.7920538720538719,0.9148028566259102,0.8742348736534783
content_promotion_process_2.txt,0.84,0.6699999999999999,0.9085322298578783,0.9095441595441596
client_onboarding_process_for_a_marketing_agency_6.txt,0.7399999999999999,0.7866666666666666,1.0,1.0
churn_rate_prevention_process_23.txt,0.8466666666666667,0.666923076923077,0.8336705433525126,0.8398198198198198
final_grades_submission_process_126.txt,0.8933333333333334,0.7204761904761905,0.7839214500842667,0.8291154193593218
customer_support_process_for_the_ticket_management_10.txt,0.8000000000000002,0.5828703703703704,0.6943028051739512,0.61005291005291
budget_preparation_process_16.txt,0.8333333333333334,0.7564102564102564,0.8018580573286962,0.7934351276742581
order_fulfillment_process_7.txt,0.8533333333333334,0.7229629629629629,0.715270602358331,0.7774019190685856
order_fulfillment_process_22.txt,0.8433333333333333,0.7369444444444445,0.9182722982514987,0.8754348121014788
budget_preparation_process_162.txt,0.8433333333333333,0.745909090909091,0.9194772987275193,0.8975456732809673
purchase_order_workflow_81.txt,0.7933333333333333,0.6924999999999999,0.9413752492315025,0.9179342444048325
employee_onboarding_process_195.txt,0.7933333333333333,0.6776190476190477,0.7560381621770533,0.7074047731942468
churn_rate_prevention_process_102.txt,0.7666666666666666,0.6749999999999999,0.8136746814557267,0.7026998321170383
churn_rate_prevention_process_34.txt,0.77,0.593589655958077,0.8731868473041837,0.8864614984533684
process_for_optimizing_a_process_37.txt,0.8633333333333333,0.62502886002886,0.8719213423526319,0.8281956775884339
account_payable_process_3.txt,0.83,0.8316666666666667,0.7647058823529411,0.875
client_onboarding_process_for_a_marketing_agency_14.txt,0.75,0.6130952380952381,0.923054559550344,0.8039215686274509
startup_due_diligence_for_a_venture_capitalist_45.txt,0.7433333333333333,0.6140909090909091,0.9438413250982772,0.9115353037766831
customer_support_process_for_the_ticket_management_48.txt,0.8066666666666666,0.5783333333333333,0.7763083182896061,0.712167411664538
loan_application_process_72.txt,0.8966666666666666,0.6705555555555556,0.8348424290852682,0.7972403776325344
purchase_order_workflow_16.txt,0.8333333333333334,0.7319444444444444,0.8517577495955013,0.8335924669258002
startup_due_diligence_for_a_venture_capitalist_186.txt,0.7333333333333334,0.6051282051282051,0.8722522789284399,0.7562169312169312
customer_support_process_for_the_ticket_management_22.txt,0.83,0.6411904761904762,0.8203011875731264,0.8097340930674264
accounts_receivable_process_2.txt,0.8366666666666666,0.8442592592592592,0.8462566928861793,0.8380596631211888
account_payable_process_170.txt,0.8933333333333334,0.8147222222222222,0.6786476260893584,0.7473966274522392
accounts_receivable_process_60.txt,0.8266666666666667,0.7217055167055166,0.7954014272525298,0.7331699346405228
churn_rate_prevention_process_55.txt,0.6999999999999998,0.6307692307692307,1.0,0.9999999999999999
purchase_order_workflow_4.txt,0.8133333333333334,0.7358333333333333,1.0,0.9999999999999999
churn_rate_prevention_process_27.txt,0.79,0.7384343434343434,0.885267824544933,0.8177777777777777
startup_due_diligence_for_a_venture_capitalist_0.txt,0.8000000000000002,0.6419871794871795,0.8469633669796287,0.8569464201043148
client_onboarding_process_for_a_marketing_agency_173.txt,0.8366666666666666,0.7714177489177491,0.8606278444373628,0.8417660100870537
client_onboarding_process_for_a_marketing_agency_64.txt,0.84,0.7215873015873017,0.9231173543849143,0.8969976260298841
loan_application_process_48.txt,0.89,0.768905723905724,0.8732849648292859,0.8021310968180039
purchase_order_workflow_159.txt,0.82,0.6824358974358974,0.9122416516176753,0.9043864761108096
process_for_optimizing_a_process_6.txt,0.84,0.8088888888888889,0.9871794871794872,0.9940476190476191
content_promotion_process_96.txt,0.8666666666666667,0.7777777777777777,0.9002645490624612,0.8662084555229715
loan_application_process_60.txt,0.84,0.6885185185185185,0.8483768360541472,0.796404829738163
churn_rate_prevention_process_48.txt,0.7733333333333334,0.532363834422658,0.9205660487850352,0.8980087947479252
content_promotion_process_0.txt,0.89,0.7040909090909091,0.877268536586422,0.8400046807941545
account_payable_process_179.txt,0.86,0.6307575757575757,0.8816277254419895,0.8259588963790644
client_onboarding_process_for_a_marketing_agency_5.txt,0.7666666666666666,0.5468434343434343,0.9219669378189771,0.8835978835978836
startup_due_diligence_for_a_venture_capitalist_128.txt,0.73,0.6358333333333334,0.8050940554416863,0.7920420420420421
order_fulfillment_process_175.txt,0.6666666666666666,0.4621212121212121,0.9438432427175507,0.9264814133235185
content_promotion_process_13.txt,0.86,0.6680952380952382,0.9294699011680144,0.873015873015873
loan_application_process_14.txt,0.8333333333333334,0.7291666666666666,0.927536231884058,0.9652777777777777
project_management_process_65.txt,0.7799999999999999,0.7372222222222223,0.7742022939818867,0.7152972300031123
startup_due_diligence_for_a_venture_capitalist_178.txt,0.7433333333333333,0.6537179487179489,0.8733553064941281,0.8974764060970957
employee_onboarding_process_3.txt,0.8133333333333334,0.6547727272727273,0.9434246816281776,0.9135802469135802
project_management_process_53.txt,0.8166666666666668,0.6353174603174604,0.9089175818537466,0.8847985347985348
employee_onboarding_process_19.txt,0.7633333333333333,0.7168939393939393,0.865703588438182,0.7826437576116652
employee_onboarding_process_51.txt,0.7966666666666667,0.8150000000000001,0.9004105139550771,0.8812169346396912
employee_onboarding_process_151.txt,0.8166666666666665,0.5662698412698414,0.7775702034647368,0.7591331436168939
loan_application_process_63.txt,0.86,0.705,0.8895672229005563,0.8412698412698413
employee_onboarding_process_43.txt,0.84,0.7394444444444446,0.8949367790411998,0.9255906628825606
budget_preparation_process_49.txt,0.82,0.7988888888888889,0.9186210481111251,0.9512431017807361
budget_preparation_process_19.txt,0.8033333333333333,0.7396296296296296,0.9194996943621573,0.8572984749455337
accounts_receivable_process_49.txt,0.8233333333333333,0.6973809523809523,0.7348963757760716,0.7313190383365823
purchase_order_workflow_20.txt,0.8000000000000002,0.7452380952380953,0.9241200235440914,0.9259259259259259
startup_due_diligence_for_a_venture_capitalist_5.txt,0.7399999999999999,0.6616666666666666,0.8835421777175703,0.8763111888111889
final_grades_submission_process_42.txt,0.9033333333333333,0.6808333333333333,0.8692609770357262,0.8454092748210394
order_fulfillment_process_17.txt,0.82,0.6246464646464646,0.8551930689760235,0.7802815802815802
project_management_process_8.txt,N/A,N/A,N/A,N/A
client_onboarding_process_for_a_marketing_agency_66.txt,0.82,0.773095238095238,0.9154577868779684,0.890264017350025
employee_onboarding_process_11.txt,0.86,0.7315873015873016,0.9766481447505817,0.9692725575078516
churn_rate_prevention_process_76.txt,0.7866666666666667,0.6054545454545455,0.8966574020802952,0.8565194292653309
purchase_order_workflow_35.txt,N/A,N/A,N/A,N/A
final_grades_submission_process_0.txt,0.9,0.7636363636363637,0.7979151153271303,0.7946651347272464
accounts_receivable_process_109.txt,0.86,0.787142857142857,0.8424799622819426,0.8604938271604938
final_grades_submission_process_81.txt,0.9133333333333334,0.8066666666666666,0.8263149698560018,0.7401709401709401
startup_due_diligence_for_a_venture_capitalist_187.txt,0.7933333333333333,0.7631196581196581,0.8729431666639776,0.8226840827683631
process_for_optimizing_a_process_9.txt,N/A,N/A,N/A,N/A
final_grades_submission_process_96.txt,0.8966666666666666,0.6614646464646464,0.8307549751668947,0.8241914831200545
content_promotion_process_91.txt,0.8766666666666666,0.6169949494949495,0.8200345757940442,0.8028571428571428
budget_preparation_process_2.txt,0.8233333333333333,0.7806902356902357,0.7206560147488094,0.7352053140096618
client_onboarding_process_for_a_marketing_agency_180.txt,0.8233333333333333,0.7382659932659932,0.9451173359192935,0.9036725801431683
employee_onboarding_process_14.txt,0.8000000000000002,0.7208333333333333,0.8470792028997113,0.855691056910569
accounts_receivable_process_144.txt,0.8066666666666666,0.8080952380952381,0.7709801946962068,0.7159090909090908
account_payable_process_45.txt,N/A,N/A,N/A,N/A
account_payable_process_13.txt,N/A,N/A,N/A,N/A
account_payable_process_32.txt,N/A,N/A,N/A,N/A
process_for_optimizing_a_process_34.txt,N/A,N/A,N/A,N/A
content_promotion_process_199.txt,N/A,N/A,N/A,N/A
loan_application_process_145.txt,N/A,N/A,N/A,N/A
purchase_order_workflow_1.txt,N/A,N/A,N/A,N/A
accounts_receivable_process_0.txt,0.8566666666666666,0.6562794612794612,0.8237661329038096,0.7643261887164327
employee_onboarding_process_4.txt,N/A,N/A,N/A,N/A
startup_due_diligence_for_a_venture_capitalist_7.txt,0.7266666666666666,0.5512121212121212,0.7878982013986237,0.7200122100122099
final_grades_submission_process_6.txt,N/A,N/A,N/A,N/A
purchase_order_workflow_74.txt,N/A,N/A,N/A,N/A
content_promotion_process_48.txt,N/A,N/A,N/A,N/A
order_fulfillment_process_90.txt,N/A,N/A,N/A,N/A
budget_preparation_process_10.txt,N/A,N/A,N/A,N/A
customer_support_process_for_the_ticket_management_54.txt,0.85,0.6601851851851852,0.8171215616092162,0.8168838052558982
budget_preparation_process_54.txt,N/A,N/A,N/A,N/A
account_payable_process_171.txt,N/A,N/A,N/A,N/A
order_fulfillment_process_2.txt,N/A,N/A,N/A,N/A
client_onboarding_process_for_a_marketing_agency_40.txt,0.8333333333333334,0.7870370370370371,0.8032201247714318,0.8679563492063491
client_onboarding_process_for_a_marketing_agency_102.txt,0.79,0.6107407407407407,0.8827309662053615,0.8485886094581746
loan_application_process_79.txt,N/A,N/A,N/A,N/A
budget_preparation_process_83.txt,N/A,N/A,N/A,N/A
final_grades_submission_process_63.txt,N/A,N/A,N/A,N/A
account_payable_process_36.txt,N/A,N/A,N/A,N/A
